capacity,current_occupancy,occupancy_rate,empty_beds,is_full,food_needed,water_required,kits_per_person,volunteers_per_person,medical_kits,volunteers_required
696,322,0.46264367816091956,374,0,2998,4765,0.6267553443940824,0.5372574266247776,206,171
590,536,0.9084745762711864,54,0,5599,6138,0.7860010131681244,0.4378640352542033,423,234
548,357,0.6514598540145985,191,0,3461,5297,0.8238385136301767,0.52907684234486,292,190
640,87,0.1359375,553,0,866,1410,0.7911807316804281,0.5668537822288002,66,48
261,221,0.8467432950191571,40,0,2846,3301,0.695142228576948,0.2851767240978586,154,61
540,388,0.7185185185185186,152,0,4096,4873,0.6882599820104222,0.5302852650422181,265,206
744,378,0.5080645161290323,366,0,4464,6113,0.8277835448354371,0.3311139532599839,316,124
824,591,0.7172330097087378,233,0,5978,8559,0.708602103655763,0.2762931608861842,418,161
226,198,0.8761061946902655,28,0,1838,3032,0.898286041062613,0.48377760182987617,180,94
316,81,0.2563291139240506,235,0,1043,935,0.7884413827681851,0.5809963901386077,64,47
452,94,0.2079646017699115,358,0,1223,1313,0.772553737394647,0.4348312385650449,72,39
612,600,0.9803921568627451,12,0,8109,9186,0.7193321168786939,0.5150466446051841,432,310
166,30,0.18072289156626506,136,0,305,402,0.8410825906484842,0.41697123995914853,26,13
110,30,0.2727272727272727,80,0,319,425,0.8163426673570519,0.5029599499889623,26,14
928,347,0.3739224137931034,581,0,3783,4674,0.7681935840039502,0.43401004165343937,263,149
349,252,0.7220630372492837,97,0,3256,3104,0.5698931146564502,0.5027968721139626,144,126
970,314,0.3237113402061856,656,0,3498,5227,0.5749304097048374,0.5958140596140589,178,186
707,317,0.44837340876944837,390,0,3947,4203,0.7739110062866669,0.5514488393566779,247,174
264,78,0.29545454545454547,186,0,876,1286,0.6895921123406976,0.4681618120547707,57,35
750,214,0.2853333333333333,536,0,2082,2959,0.8413553654228861,0.4245331165975345,181,92
866,280,0.3233256351039261,586,0,2702,3520,0.7397249082567505,0.4935515220349447,209,140
163,101,0.6196319018404908,62,0,1262,1317,0.5946970033183924,0.34223570269539655,60,33
517,393,0.7601547388781431,124,0,3854,5152,0.6837591847021247,0.40753413515977743,266,159
346,94,0.27167630057803466,252,0,971,1458,0.556919949344875,0.5837303544544864,49,55
744,245,0.3293010752688172,499,0,3143,4136,0.6494141566278127,0.3331497715638852,158,81
784,742,0.9464285714285714,42,0,9621,11964,0.5607209694416005,0.5139740130525549,416,380
157,35,0.2229299363057325,122,0,455,574,0.8880270092920834,0.45818642882349436,29,17
471,155,0.32908704883227174,316,0,1875,1990,0.708339485387845,0.5588850718947049,110,86
266,147,0.5526315789473685,119,0,1700,2222,0.6052206217386397,0.4684751552127223,89,68
413,214,0.5181598062953995,199,0,2184,3613,0.5882907848126921,0.39716834407295143,124,84
151,108,0.7152317880794702,43,0,1266,1554,0.6515539660021544,0.5588372534917492,68,60
708,300,0.423728813559322,408,0,3881,3563,0.6234488085571229,0.5025041431278896,185,151
308,62,0.2012987012987013,246,0,806,1049,0.5530024772088611,0.28211770619878385,32,18
545,490,0.8990825688073395,55,0,4722,7714,0.6555293079109915,0.5368342609456449,319,263
564,290,0.5141843971631206,274,0,2913,3956,0.6300304136047516,0.5037875896251605,181,146
195,98,0.5025641025641026,97,0,1263,1339,0.5697940052918788,0.3800781009617762,54,36
102,68,0.6666666666666666,34,0,687,1149,0.5778772225484067,0.556068965287055,40,36
482,482,1.0,0,1,5325,7567,0.7198212251039262,0.25403629944248046,347,122
121,30,0.24793388429752067,91,0,262,488,0.8339811481147498,0.4341006039616034,21,14
186,44,0.23655913978494625,142,0,495,710,0.7427915160811344,0.4731039788064633,32,20
321,170,0.5295950155763239,151,0,2103,2817,0.8571443839466779,0.44548372192276964,147,76
940,816,0.8680851063829788,124,0,10124,9266,0.5688968994092726,0.40286368478774637,461,327
493,415,0.8417849898580122,78,0,5292,6395,0.8048969385082005,0.4155894515739998,335,172
167,154,0.9221556886227545,13,0,2090,2051,0.6701495240624826,0.5591566670528494,102,85
54,41,0.7592592592592593,13,0,499,646,0.6537694362942568,0.4089864888372995,27,15
886,482,0.5440180586907449,404,0,5113,6664,0.8272277057577886,0.4988446154822197,400,240
604,234,0.38741721854304634,370,0,3142,2668,0.6632301449580641,0.5890614928721432,153,138
794,475,0.5982367758186398,319,0,5832,7902,0.8098448250228252,0.4299017239558749,384,204
989,842,0.8513650151668352,147,0,11100,11988,0.6178028236727158,0.39854324762188653,518,335
500,458,0.916,42,0,4248,7281,0.5926664603375588,0.5919258312831535,266,270
385,90,0.23376623376623376,295,0,997,1084,0.6284580259485122,0.5709121722592323,57,51
534,132,0.24719101123595505,402,0,1564,1612,0.7700209521976163,0.5994131811715022,99,77
779,439,0.5635430038510911,340,0,5818,5445,0.838401174839063,0.3800826836887865,363,165
315,155,0.49206349206349204,160,0,1632,2089,0.8913418331123262,0.46548153099421213,137,71
719,200,0.27816411682892905,519,0,2779,3314,0.6140445948085774,0.4644262373311511,120,94
592,290,0.48986486486486486,302,0,2916,4840,0.7305344850888997,0.26272709855358967,214,77
939,34,0.0362087326943557,905,0,422,543,0.7345826612298503,0.2843776339310764,25,8
97,93,0.9587628865979382,4,0,911,1068,0.7252080480476083,0.4317594076875194,69,39
94,52,0.5531914893617021,42,0,594,766,0.766177079459724,0.5818221261004288,37,31
815,496,0.6085889570552148,319,0,4612,8318,0.8032906950913965,0.46198204038566515,401,230
986,888,0.9006085192697769,98,0,8075,13128,0.7124232187494022,0.5365896302377313,631,477
523,459,0.8776290630975143,64,0,4536,7336,0.6541160396186788,0.33811010479922476,298,155
783,151,0.19284802043422733,632,0,1393,2429,0.8853514354300509,0.5564683814126062,133,83
523,41,0.07839388145315487,482,0,484,536,0.7294220296788871,0.5723690803354258,29,22
889,123,0.13835770528683913,766,0,1121,1598,0.6446357358303649,0.4005330315162649,80,48
883,284,0.32163080407701017,599,0,3458,4510,0.5730945638113062,0.3191980815782966,159,90
622,202,0.3247588424437299,420,0,2388,2237,0.5936384420487998,0.5554987704319081,122,113
207,128,0.6183574879227053,79,0,1170,1822,0.7802924192249532,0.5404694650645117,97,69
66,35,0.5303030303030303,31,0,440,403,0.8442060921105425,0.37583776783807354,26,12
962,299,0.3108108108108108,663,0,3770,4959,0.7832177856739475,0.2715869972597873,237,82
106,102,0.9622641509433962,4,0,1386,1373,0.8260067313593797,0.5332229855670333,82,54
285,240,0.8421052631578947,45,0,2405,3813,0.8464291798742745,0.3187350093195702,201,75
730,114,0.15616438356164383,616,0,1237,1602,0.6087022432832435,0.25896214591868566,72,29
862,371,0.43039443155452434,491,0,5082,6159,0.5561450611122385,0.3373315317034367,202,123
53,35,0.660377358490566,18,0,344,437,0.6785389984561494,0.48919568106532085,20,16
348,156,0.4482758620689655,192,0,2050,2641,0.6981130099139883,0.445859920648068,110,69
211,40,0.1895734597156398,171,0,360,457,0.6656909203509433,0.3035812992491633,26,12
629,62,0.0985691573926868,567,0,631,978,0.6726072476974239,0.2618613766813533,41,15
116,53,0.45689655172413796,63,0,596,871,0.745241195804211,0.4526602782297596,43,24
223,46,0.2062780269058296,177,0,598,616,0.8927982587942098,0.3639940946957702,41,16
734,626,0.8528610354223434,108,0,8504,7484,0.6702756327460275,0.5756610006020921,416,361
438,261,0.5958904109589042,177,0,3129,4163,0.7922837586257377,0.558024120470808,203,145
98,35,0.35714285714285715,63,0,368,582,0.7105788457954614,0.2674660674949627,25,8
713,308,0.4319775596072931,405,0,3219,4282,0.634179511679625,0.4540525112903035,198,140
650,408,0.6276923076923077,242,0,4989,5457,0.7598542453683172,0.3938292735147786,310,161
350,140,0.4,210,0,1466,2295,0.8956562397341357,0.5869089579357457,125,81
503,368,0.731610337972167,135,0,3696,5993,0.6860532676799509,0.5313224047699345,253,195
531,236,0.4444444444444444,295,0,2344,3973,0.6035507952830261,0.30329790530220785,141,71
351,64,0.18233618233618235,287,0,713,816,0.5907966203591215,0.34991113658396245,35,20
747,61,0.08165997322623829,686,0,666,827,0.6129803282998851,0.5197204001529191,33,30
943,255,0.2704135737009544,688,0,2501,3949,0.6991621914492352,0.48446237522459323,178,124
128,103,0.8046875,25,0,1281,1404,0.6308257681149065,0.29283617781594656,62,30
949,892,0.9399367755532139,57,0,8117,10568,0.6906565016795385,0.5717047014010217,613,509
241,176,0.7302904564315352,65,0,2427,1983,0.6676552028591031,0.46538723546842886,114,82
695,688,0.9899280575539569,7,0,8912,10782,0.7210244648263237,0.2718128733679281,494,186
981,434,0.44240570846075433,547,0,5739,5915,0.6529052043619772,0.40446456039057094,280,173
865,309,0.35722543352601155,556,0,3405,3936,0.8072138977540547,0.5279245226595528,250,162
857,188,0.2193698949824971,669,0,1902,2150,0.8593177018612439,0.30680923352489753,159,57
227,46,0.2026431718061674,181,0,553,552,0.7141732710083697,0.3789657837652417,31,17
875,701,0.8011428571428572,174,0,7016,8341,0.5522781544803909,0.5552758079525701,391,390
179,158,0.88268156424581,21,0,1998,2431,0.6228308606121316,0.5272042752991593,99,83
495,165,0.3333333333333333,330,0,1753,2075,0.5694405245236281,0.3822233657952103,93,63
719,359,0.4993045897079277,360,0,3295,4300,0.5550797715900154,0.3497158238883964,198,124
367,147,0.40054495912806537,220,0,1482,2385,0.8200515831833021,0.5128622542957308,118,76
75,34,0.4533333333333333,41,0,420,434,0.5753390623930973,0.46453541491238304,19,17
231,83,0.3593073593073593,148,0,1114,1038,0.6218597065562499,0.4462638513413928,52,35
653,648,0.9923430321592649,5,0,6616,7282,0.718500274858447,0.3117525730614876,466,200
516,352,0.6821705426356589,164,0,4287,5625,0.6584769494235373,0.4688787816164911,234,165
503,394,0.7833001988071571,109,0,4399,5000,0.7558086453924777,0.3545960382547207,299,140
305,81,0.26557377049180325,224,0,780,1112,0.8218004962324458,0.3246159357576638,65,25
958,542,0.5657620041753654,416,0,7369,9143,0.7131419678085595,0.40172281386917674,385,216
142,51,0.3591549295774648,91,0,678,766,0.6657314503949255,0.5115203644065837,33,27
458,314,0.6855895196506551,144,0,4045,3980,0.872219178993968,0.33891259464205137,274,105
853,625,0.7327080890973037,228,0,6005,8591,0.7963155127078889,0.3953374158766333,498,246
867,783,0.903114186851211,84,0,7982,11456,0.7231849807520632,0.42761034669092884,565,335
571,178,0.3117338003502627,393,0,1716,2543,0.8426772294356268,0.257942222625586,148,47
195,47,0.24102564102564103,148,0,555,587,0.5598207463767426,0.5540653473266419,24,26
129,122,0.9457364341085271,7,0,1498,1731,0.644858923893672,0.3636768609279959,78,43
729,310,0.4252400548696845,419,0,4240,3447,0.8521884484936035,0.5193045548766748,267,159
357,238,0.6666666666666666,119,0,3240,3289,0.687352510111819,0.4750022575226476,161,112
964,245,0.254149377593361,719,0,2481,3371,0.8560150961221922,0.5976447043370552,210,146
133,128,0.9624060150375939,5,0,1482,1880,0.8721605884714208,0.27775078408617826,111,36
272,149,0.5477941176470589,123,0,1544,2091,0.5853161728603778,0.4233302219527737,85,63
684,311,0.4546783625730994,373,0,4304,4321,0.8086623860051873,0.27491121048356826,247,85
986,341,0.345841784989858,645,0,3839,5323,0.5507225819794214,0.38268699458882915,186,131
64,60,0.9375,4,0,641,940,0.6411726719815639,0.4236096282103223,42,26
80,71,0.8875,9,0,927,838,0.7655227422669468,0.5932277480138386,56,42
618,497,0.8042071197411004,121,0,5583,8342,0.7217436960243047,0.48948531845221344,359,243
212,173,0.8160377358490566,39,0,1877,2563,0.8211605841111265,0.4832825160705162,140,84
317,117,0.36908517350157727,200,0,1601,1602,0.7199149170072653,0.39005609463943447,85,47
203,38,0.18719211822660098,165,0,368,484,0.8130300959835546,0.3525469461563969,28,14
531,192,0.3615819209039548,339,0,2260,3152,0.5970633498569107,0.48620698913024074,114,95
914,517,0.5656455142231948,397,0,6515,5998,0.6255588985941365,0.46680311061504676,320,242
889,258,0.29021372328458944,631,0,2941,4369,0.6897779734038566,0.27285569541923005,179,70
565,380,0.672566371681416,185,0,5068,5806,0.6148955692288625,0.2897469348895021,233,110
683,452,0.6617862371888726,231,0,5206,7110,0.6818205298731075,0.5049157534390347,307,228
705,402,0.5702127659574469,303,0,4444,5576,0.6623063917172208,0.3435821751032876,267,137
418,123,0.2942583732057416,295,0,1099,1814,0.620954674534711,0.42623592335002425,77,51
869,816,0.9390103567318757,53,0,8910,9604,0.6616439253162635,0.39836725804046363,539,325
298,125,0.41946308724832215,173,0,1641,1489,0.8172977871050631,0.5118335416298918,100,63
517,133,0.2572533849129594,384,0,1472,1721,0.7917693744266617,0.5839449844481066,102,77
445,95,0.21348314606741572,350,0,1018,1146,0.8985318144617384,0.4730969721871713,84,42
126,51,0.40476190476190477,75,0,597,587,0.6131918244948666,0.5716663769115808,29,27
189,166,0.8783068783068783,23,0,1854,1922,0.7544712745768425,0.35592488905868336,125,59
283,228,0.8056537102473498,55,0,2661,3794,0.6277463293728255,0.5629243500192718,142,126
265,152,0.5735849056603773,113,0,1820,2175,0.8132892888281891,0.33097111698963727,121,50
746,31,0.04155495978552279,715,0,399,504,0.6232253698368229,0.5309845992492109,15,16
264,129,0.48863636363636365,135,0,1181,2098,0.6745254163285718,0.5075533576611146,85,65
948,570,0.6012658227848101,378,0,6028,7006,0.7698802841057499,0.40451305179884883,442,231
597,475,0.7956448911222781,122,0,4466,6160,0.6255871005553929,0.26131800805924044,299,124
870,184,0.21149425287356322,686,0,2411,2537,0.8067155361034621,0.40428517450297685,151,73
412,67,0.16262135922330098,345,0,725,975,0.6439325284340836,0.43666880817143094,42,29
302,53,0.17549668874172186,249,0,595,592,0.5603355735433719,0.36010079091807645,30,19
902,529,0.5864745011086474,373,0,5635,8310,0.6150573840812101,0.2556859763466674,326,136
292,123,0.4212328767123288,169,0,1376,1506,0.7814296468406964,0.2804447103717989,97,33
774,148,0.19121447028423771,626,0,1667,1936,0.6969152615886971,0.3132322849535924,103,45
667,531,0.7961019490254873,136,0,5922,8820,0.6488975515003321,0.4669401374736536,344,248
313,209,0.6677316293929713,104,0,2704,2863,0.6988954968196587,0.45162481336687554,147,95
818,684,0.8361858190709046,134,0,8668,10436,0.8828163258091886,0.554866061952837,604,379
394,205,0.5203045685279187,189,0,2386,3146,0.886638542910648,0.4729661014491614,185,96
255,216,0.8470588235294118,39,0,2757,3375,0.6905842697616168,0.5679408934370702,146,122
913,897,0.9824753559693319,16,0,11978,12982,0.8854824665185814,0.4362479225956882,794,391
878,174,0.19817767653758542,704,0,1809,2109,0.7910434567182634,0.47493777099257584,138,83
378,237,0.626984126984127,141,0,2660,4023,0.5685038757588463,0.3027778511806636,137,71
66,64,0.9696969696969697,2,0,878,847,0.8699749763065947,0.4266104128156568,58,26
749,470,0.6275033377837116,279,0,5107,6632,0.5627036574951476,0.49935065000237483,267,234
942,272,0.28874734607218683,670,0,3505,4478,0.6372462775090798,0.538569656304174,172,146
296,284,0.9594594594594594,12,0,3608,4257,0.6086746598025143,0.456167472179927,170,128
943,173,0.18345705196182396,770,0,1895,2467,0.6815762149037498,0.2614956042610548,116,46
980,889,0.9071428571428571,91,0,11115,10155,0.6349475092124033,0.5233389832342046,567,465
351,265,0.7549857549857549,86,0,2518,4150,0.8799307810937871,0.34690381283253774,234,93
566,500,0.8833922261484098,66,0,5234,7322,0.7073905229573079,0.3439760123272813,350,171
792,57,0.07196969696969698,735,0,767,748,0.7650181602562021,0.4023270496490807,43,21
111,67,0.6036036036036037,44,0,645,867,0.5906459907729953,0.34464227101074485,40,23
345,196,0.5681159420289855,149,0,2500,2403,0.5915303381752436,0.26746474442671425,114,51
578,75,0.12975778546712802,503,0,794,885,0.6450317407796038,0.42733291971280823,48,31
979,460,0.4698672114402451,519,0,5850,5453,0.7517782794083218,0.40120454187026955,346,186
904,764,0.8451327433628318,140,0,7562,9337,0.624649163144214,0.40006678471234497,473,302
167,136,0.8143712574850299,31,0,1512,2075,0.6781490410964236,0.4519707006478989,91,61
80,50,0.625,30,0,568,690,0.8305661201718599,0.5776029065916497,40,28
170,53,0.31176470588235294,117,0,612,801,0.7901217953126187,0.29735187578444716,37,15
193,79,0.40932642487046633,114,0,1016,869,0.6993010404640153,0.2818695499608257,53,22
177,107,0.6045197740112994,70,0,1037,1434,0.6514730647229432,0.39142192772008344,69,42
117,39,0.3333333333333333,78,0,532,599,0.7770571398461725,0.5097309064862717,29,20
443,340,0.7674943566591422,103,0,4292,5755,0.6122914371847886,0.5825077554077391,208,199
125,88,0.704,37,0,816,1486,0.8304388263238665,0.4966520333590024,72,44
922,271,0.29392624728850325,651,0,3730,4181,0.8781810653786668,0.5444837891797399,237,146
354,128,0.3615819209039548,226,0,1341,1539,0.6660022999425419,0.2596295413297415,82,32
372,351,0.9435483870967742,21,0,3600,4907,0.7425903872543853,0.37439924406459996,259,131
296,79,0.2668918918918919,217,0,1088,919,0.6267855583706027,0.5073493226718109,44,38
429,121,0.28205128205128205,308,0,1078,1851,0.8735373283804704,0.5304295615528926,106,63
262,33,0.12595419847328243,229,0,297,535,0.5933486626745712,0.5626094026240956,17,15
764,344,0.450261780104712,420,0,3517,4202,0.7696413467939875,0.34091849761327186,264,118
924,221,0.23917748917748918,703,0,2817,2527,0.8585361647390609,0.4548426574795142,191,99
523,348,0.6653919694072657,175,0,3477,5702,0.5935413606580724,0.37057773681692324,208,128
537,158,0.2942271880819367,379,0,2109,2315,0.7976075781684997,0.30427858381082273,123,49
334,148,0.4431137724550898,186,0,2063,2338,0.8372312421523924,0.36264439347982547,123,53
572,557,0.9737762237762237,15,0,5772,8395,0.6098862491091789,0.49281171173256655,335,273
937,922,0.983991462113127,15,0,9624,12681,0.7601986541292576,0.37020448302082193,701,342
55,33,0.6,22,0,443,500,0.8266475111625975,0.5221836564514944,24,17
960,806,0.8395833333333333,154,0,8032,10476,0.7494727250155526,0.3086566406762707,604,249
313,161,0.5143769968051118,152,0,1715,2266,0.7952675333218859,0.41646539765734497,127,68
687,203,0.2954876273653566,484,0,1996,3352,0.5806887271565314,0.320188807013063,121,64
154,90,0.5844155844155844,64,0,1244,1253,0.7460311516745124,0.4580119232593048,67,42
867,300,0.3460207612456747,567,0,2756,4576,0.7311466796812869,0.5304955112436721,223,159
258,52,0.20155038759689922,206,0,591,563,0.6145673467306931,0.5964792268930983,30,31
634,382,0.6025236593059937,252,0,3982,4481,0.8441492434373963,0.5892258869359568,321,224
966,649,0.6718426501035196,317,0,6940,10474,0.7714324403515622,0.5827356268428916,499,376
622,548,0.8810289389067524,74,0,7028,8345,0.7533315612961009,0.29970021128162416,413,165
585,32,0.0547008547008547,553,0,418,498,0.8520590844015106,0.37746565282475686,29,11
973,552,0.5673175745118191,421,0,6265,7655,0.8014395006213746,0.25865909891210837,444,142
736,611,0.8301630434782609,125,0,7010,9390,0.6463378171827528,0.3436372496972004,394,210
499,183,0.3667334669338677,316,0,1766,2802,0.6428609384985031,0.2892229643892022,114,53
798,453,0.5676691729323309,345,0,5415,5331,0.6031712543163887,0.5551053832670014,270,249
608,189,0.31085526315789475,419,0,2371,3197,0.6768279898020747,0.3962610721108569,128,72
461,57,0.12364425162689804,404,0,697,868,0.7722010358875833,0.32825446519436885,44,18
616,427,0.6931818181818182,189,0,4147,6859,0.8082926118192952,0.3209833123666693,344,137
981,426,0.43425076452599387,555,0,4247,5847,0.6070640930208697,0.33872280945837235,257,144
563,123,0.21847246891651864,440,0,1687,1406,0.604776234647481,0.5284565177505078,74,64
510,499,0.9784313725490196,11,0,5768,7956,0.6762685713634999,0.4588869225721148,335,228
504,313,0.621031746031746,191,0,4066,3766,0.5621501800394526,0.3961352513957157,174,125
925,775,0.8378378378378378,150,0,9531,9101,0.631951607093786,0.251343667523373,491,195
659,571,0.866464339908953,88,0,6832,7507,0.6683830496151101,0.38728459976579066,384,221
74,45,0.6081081081081081,29,0,499,594,0.7575219172427147,0.5551616598426125,34,25
161,30,0.18633540372670807,131,0,279,465,0.8788648898325628,0.32111171336333844,24,10
316,142,0.44936708860759494,174,0,1866,1608,0.8029460339817415,0.5563314391881184,114,78
309,244,0.7896440129449838,65,0,3011,2907,0.5632527723402039,0.5660071020884175,138,138
709,95,0.13399153737658676,614,0,1005,1540,0.8599089391554482,0.37154029072462713,80,34
596,145,0.24328859060402686,451,0,2005,2148,0.5902679346722564,0.5510071326344188,85,79
944,616,0.652542372881356,328,0,7831,7150,0.606796710420529,0.27877485568374355,374,171
326,265,0.8128834355828221,61,0,2497,3368,0.6197582131621727,0.4396116607602805,164,117
588,549,0.9336734693877551,39,0,6489,6778,0.8024464739654568,0.4557003751385361,438,251
888,251,0.28265765765765766,637,0,2383,4097,0.6725353147278538,0.3261503919255099,168,84
364,45,0.12362637362637363,319,0,582,648,0.6726861686179508,0.442208238689064,28,20
886,232,0.2618510158013544,654,0,2477,3277,0.816921572654939,0.5802573963393087,188,134
839,543,0.6471990464839095,296,0,5586,8814,0.7881457238673679,0.42641660579223917,428,231
611,599,0.9803600654664485,12,0,6324,8794,0.5570736171887175,0.3605315365517896,332,214
985,428,0.43451776649746193,557,0,4105,5993,0.8949281686159363,0.40615435454213167,382,174
674,411,0.6097922848664689,263,0,4957,6269,0.7435415131668541,0.5148425474449567,307,212
913,781,0.8554216867469879,132,0,8472,13032,0.6895373503863002,0.25770306412079097,539,200
435,329,0.7563218390804598,106,0,4326,4089,0.8637452145714473,0.36886247196234173,285,120
90,31,0.34444444444444444,59,0,305,506,0.744243871502599,0.4126828551602541,25,12
466,444,0.9527896995708155,22,0,4495,5479,0.587089969061963,0.5630684840019693,264,249
127,90,0.7086614173228346,37,0,1147,1488,0.7852473034832627,0.2984818214683218,70,27
838,239,0.2852028639618138,599,0,2468,3512,0.8595593840990305,0.3374124946971399,205,79
392,188,0.47959183673469385,204,0,1990,2426,0.5650314043632367,0.41525162534532256,108,77
163,107,0.656441717791411,56,0,1170,1236,0.8315611305685857,0.36954330959349646,87,38
680,670,0.9852941176470589,10,0,6673,10167,0.722795281595815,0.35202289831371847,484,235
594,148,0.24915824915824916,446,0,1689,1783,0.8926837590125087,0.5981057601066752,131,88
454,342,0.7533039647577092,112,0,4690,4392,0.5769541122569908,0.408894289375404,197,139
67,48,0.7164179104477612,19,0,564,537,0.8255952742094033,0.3808887787034506,39,18
276,95,0.3442028985507246,181,0,1205,1169,0.7928460090201553,0.3479793135017456,75,33
473,295,0.6236786469344608,178,0,3019,4860,0.8488822191118592,0.3773643659859268,253,110
65,30,0.46153846153846156,35,0,354,400,0.574136390192646,0.4885902511856649,15,12
620,190,0.3064516129032258,430,0,1879,2736,0.6579444163784619,0.47993128831858634,126,92
397,292,0.7355163727959698,105,0,3600,3582,0.8595170131438918,0.2642787915968814,250,79
352,183,0.5198863636363636,169,0,1862,2773,0.6904785575343538,0.5599965718489033,128,101
338,112,0.33136094674556216,226,0,1509,1476,0.7463981716059385,0.5363669006703445,88,62
741,721,0.9730094466936572,20,0,7126,9913,0.7655264044372716,0.3338879242909033,549,238
644,416,0.6459627329192547,228,0,4808,4604,0.6957842181863394,0.26363581039319933,286,109
692,206,0.2976878612716763,486,0,2597,2502,0.7232668966912961,0.4566001344054773,149,95
400,386,0.965,14,0,4068,5166,0.5924895848274218,0.3765233131644906,230,144
729,703,0.9643347050754458,26,0,6899,9338,0.6250750972298009,0.5801020864771199,436,405
657,354,0.5388127853881278,303,0,3679,4345,0.63662822418217,0.5379170543588526,226,190
55,35,0.6363636363636364,20,0,364,415,0.89541343580144,0.2557339122864437,30,9
644,610,0.9472049689440993,34,0,6207,9466,0.6960886915564384,0.30325518553823944,422,185
888,860,0.9684684684684685,28,0,9926,12116,0.835410322666124,0.5641951135331349,718,486
884,588,0.665158371040724,296,0,6388,8652,0.8597954030116717,0.32599705750670716,504,191
112,68,0.6071428571428571,44,0,750,777,0.7007423784318259,0.2535103199927789,49,16
313,293,0.9361022364217252,20,0,2996,3950,0.5542632384516109,0.39728797948260514,161,115
183,48,0.26229508196721313,135,0,499,703,0.7687808758759904,0.3250789810671243,36,14
277,275,0.9927797833935018,2,0,3339,4260,0.8882269260574028,0.3445981013659225,241,94
132,129,0.9772727272727273,3,0,1540,1642,0.8762543829767362,0.3180242546738638,113,40
943,745,0.7900318133616119,198,0,8832,12466,0.7344467836997909,0.30874145982387785,546,227
83,82,0.9879518072289156,1,0,1022,1068,0.6753128349623699,0.5420701280840727,54,46
998,644,0.6452905811623246,354,0,7971,10153,0.8808570994258846,0.4929592061102509,566,316
160,105,0.65625,55,0,1265,1306,0.652536723065219,0.4304271827220607,67,44
805,124,0.15403726708074533,681,0,1325,1443,0.5765108154113882,0.2674481359546355,73,32
601,210,0.34941763727121466,391,0,2388,2663,0.6249898579487311,0.5908284752260804,130,124
948,648,0.6835443037974683,300,0,7412,8375,0.6319204584265042,0.5392358487541596,404,349
725,497,0.6855172413793104,228,0,5968,7830,0.855414009005254,0.5621789037100215,426,278
485,450,0.9278350515463918,35,0,6057,6110,0.8582859439648893,0.4578317623876161,389,206
333,106,0.3183183183183183,227,0,1030,1712,0.7808979151420657,0.5223236406668401,84,53
200,45,0.225,155,0,429,675,0.8527195829630563,0.5669803618212794,37,26
656,216,0.32926829268292684,440,0,1970,3498,0.6967674844585378,0.5332189459563773,150,115
98,63,0.6428571428571429,35,0,810,1049,0.886395573982181,0.3921026311545676,59,23
707,610,0.8628005657708628,97,0,8377,9574,0.8600485204432765,0.31516981036119923,522,190
247,94,0.3805668016194332,153,0,1046,1375,0.7236153478838859,0.5675896300710277,69,53
171,124,0.7251461988304093,47,0,1309,1849,0.7977618811966121,0.5215470451843676,97,64
719,345,0.47983310152990266,374,0,4001,5003,0.8725657565132325,0.5304777286631654,301,182
448,83,0.18526785714285715,365,0,806,1233,0.7592324860990991,0.3446340367883165,64,28
144,72,0.5,72,0,857,1094,0.6799117334432637,0.5429498052098698,46,39
601,185,0.30782029950083195,416,0,1701,2496,0.7811367031200412,0.5079166304910518,143,94
886,729,0.8227990970654627,157,0,8201,11244,0.685309607612671,0.307148247287288,497,223
651,646,0.9923195084485407,5,0,6669,8756,0.7024528990063038,0.4204874253359128,454,271
463,397,0.857451403887689,66,0,4926,5427,0.8645675498540638,0.3715309091694975,344,146
534,373,0.6985018726591761,161,0,5054,4122,0.7067960134037299,0.5165930651655446,260,192
230,109,0.47391304347826085,121,0,1204,1370,0.5759913318714365,0.5424081590780949,62,58
919,453,0.4929270946681175,466,0,5232,6079,0.7005079794837025,0.2812424495657115,321,127
503,343,0.6819085487077535,160,0,3190,5777,0.7869216466586328,0.4545691869668711,272,156
747,718,0.9611780455153949,29,0,7919,11590,0.7087424135361702,0.5587157478027894,507,401
670,32,0.04776119402985075,638,0,384,366,0.5994261160560577,0.5828575593454118,18,19
870,741,0.8517241379310345,129,0,10370,10652,0.8714544848943775,0.4908115741410437,645,364
673,140,0.20802377414561665,533,0,1616,2230,0.8539163436969384,0.5103725095357159,121,71
567,530,0.9347442680776014,37,0,6096,7430,0.8691993478577278,0.5911785153220838,462,311
1000,987,0.987,13,0,12281,15155,0.6775938477712888,0.4943834197245064,669,488
846,699,0.8262411347517731,147,0,9692,10372,0.881148390730124,0.5865578263936843,612,409
724,712,0.9834254143646409,12,0,7421,11950,0.654417792874832,0.566168919552132,466,403
436,433,0.9931192660550459,3,0,5574,4783,0.6564439963486721,0.42106609640874454,283,182
630,43,0.06825396825396825,587,0,400,523,0.8474184842160545,0.49891979462424285,35,20
559,488,0.8729874776386404,71,0,5599,5481,0.8343986763462066,0.26252846178211175,408,129
455,146,0.3208791208791209,309,0,1737,2253,0.6081228088112821,0.30549509549367404,89,44
357,110,0.3081232492997199,247,0,1127,1654,0.8573076347384345,0.3929934452075816,87,43
858,546,0.6363636363636364,312,0,7154,8402,0.6735994117568356,0.4099673914257509,363,223
127,34,0.2677165354330709,93,0,376,408,0.6845381750782533,0.3158192910849815,22,10
